상권_코드_명,엑스좌표_값,와이좌표_값,영역_면적,서비스_업종_코드_명,유사_업종_점포_수,당월_매출_금액,월_평균_소득_금액,상권_변화_지표,운영_영업_개월_평균,총_상주인구_수,총_유동인구_수
개포지구대옆,204236,442346,85828,커피-음료,0.6990725637321153,7069560.0,3416945.0,HH,123,294.89210980099733,58053.54895838188
국악고교사거리,204328,441797,67409,커피-음료,1.0384370039608954,30277053.29,3081543.0,HL,120,304.8554347342343,72671.15667047427
명일역 1번,212387,450205,49436,커피-음료,1.0114086900234647,12662868.0,2845342.0,HL,114,466.6639695768266,112499.19087304798
굽은다리역 2번,212465,449915,87782,커피-음료,0.45567428402178123,50258777.0,2410851.0,LL,101,537.4678180036909,167028.66191246497
둔촌2동주민센터,212654,448239,60068,커피-음료,0.9988679496570554,32856523.33,2636819.0,HL,115,290.1711393753746,63406.30618632217
관악구 중앙길,195677,442761,259916,커피-음료,0.7310054017451793,1602024.89,2557919.0,LL,101,455.0316256021176,176927.31497868543
논현2동주민센터,203386,446575,93545,커피-음료,1.6035063338500186,13064682.27,3320931.0,LL,88,282.9654177134,181564.06007803732
역삼역 8번,203374,445011,68672,커피-음료,0.728098788443616,6647151.8,3201729.0,LL,77,193.09179869524698,80772.07595526561
삼각지역,197638,448269,134419,커피-음료,2.231827345836526,11501152.07,3719870.0,LH,102,123.94081193878841,62145.009262083484
남영동 먹자골목,197641,449262,66870,커피-음료,4.037685060565276,25671705.26,2701519.0,LH,109,96.60535367130252,28596.381037834602
이태원(이태원역),199539,448381,283429,커피-음료,2.2580611017221246,44725083.69,3089376.0,HH,121,103.41214201793042,52362.03775901549
망원역,192088,450652,67876,커피-음료,2.651894631386646,37118344.0,2791251.0,LL,100,185.7799516765867,87346.19011137956
합정역,192355,449998,251511,커피-음료,2.7036590844933226,58302077.01,4650139.0,LL,90,162.61714199378955,57686.18469967516
녹두거리(대학동),194428,441211,117372,커피-음료,2.896772654466142,29834258.85,2377036.0,HL,113,159.83369116995536,60355.365845346416
한남오거리,200669,448168,156210,커피-음료,1.5363933166890724,23034706.62,4328527.0,HH,113,91.7354842839767,39587.350361692595
금호역,201735,449865,61031,커피-음료,1.1469581032589995,740342.57,2248137.0,HH,135,250.85612229850403,159075.06021530041
상수역(홍대),193209,449875,102057,커피-음료,6.27100541854062,48989813.28,2806606.0,LL,70,157.0690888425096,103231.13554190306
서교동(홍대),192713,450597,246429,커피-음료,2.475358013870121,29667813.54,3002443.0,LL,95,145.07221146861772,102138.70932398378
홍대입구역(홍대),192825,450117,461923,커피-음료,5.650292364744773,48927430.2,2940212.0,LL,84,83.67195398367261,96310.46732897042
연남동(홍대),193150,451174,437447,커피-음료,4.434822961410182,35993760.68,2969151.0,LL,71,197.8525398505419,111195.16192818788
신림역(신림),193830,442811,237915,커피-음료,1.8493999957968181,39341704.86,2474170.0,LL,108,300.48546749889664,190781.03524367948
장승배기역,194741,444997,84828,커피-음료,0.825199226670439,15559567.86,2480197.0,HH,155,110.69458197764888,60148.889517612115
총신대학교,196863,443233,46691,커피-음료,0.8566961512925404,1283589.5,2725973.0,LL,71,377.5888286821871,32083.913388019104
"총신대입구역(이수, 총신대)",198382,442950,246965,커피-음료,2.186544652076205,37318885.57,3555241.0,HH,118,159.17235235762152,152526.10693823014
"숙대입구역(남영역, 남영동)",197505,449194,87154,커피-음료,2.180049108474654,44206465.26,3356953.0,HH,129,22.029969938270188,42524.84108589393
서울역,197609,450759,435455,커피-음료,1.35490463997428,94921719.63,1768088.0,HH,144,23.69934895683825,24770.435521466054
서대문역,197004,451905,148292,커피-음료,2.4276427588811265,20767407.53,3219553.0,HH,137,43.36039705446012,85282.41577428316
왕십리역(왕십리),203287,451265,193725,커피-음료,1.9099238611433733,14647433.97,2704852.0,LL,96,121.92540973028777,129792.12801651827
서울숲역,204150,449189,58913,커피-음료,2.885610985690764,10033936.88,2954167.0,LL,95,183.3211685027074,29834.162239234123
뚝섬역,204279,449686,218163,커피-음료,3.1169355023537446,58166943.34,3051848.0,LH,86,117.25177963265998,124681.49961267493
성수역,205008,449464,298939,커피-음료,1.739485313057179,61911400.46,2497599.0,LH,90,33.217479151264975,47438.674779804576
건대입구역(건대),206135,449004,275082,커피-음료,3.780690848546979,72514223.57,2687385.0,LL,87,173.83907343991973,109001.8976159836
어린이대공원역,206380,449814,145202,커피-음료,2.4793046927728266,11291879.08,3005076.0,LL,92,191.66402666629938,125981.46031046404
군자역,207011,450848,288693,커피-음료,1.7665824942066486,20591341.25,2595603.0,LL,99,182.789329841735,93059.68624109347
구의역,207505,448675,158734,커피-음료,1.763957312233044,18851037.32,2980333.0,HL,116,231.8973880832084,89633.09687905552
신정네거리역,186973,446939,184201,커피-음료,1.1943474791124913,24892251.91,2416294.0,HH,116,179.09783334509586,49544.03070558792
서울남부지방법원,187627,446919,112835,커피-음료,1.6838746842734968,17746418.53,2668303.0,HL,113,201.35596224575707,57852.17352771747
방배동카페골목,198745,444033,95526,커피-음료,2.1983543747252057,154757801.52,3932497.0,HL,138,216.59024768125954,50573.24707409501
사당역 11번(사당역먹자골목),198745,442219,87254,커피-음료,0.9168634102734544,10979428.75,3263288.0,LL,89,389.55234143993397,173816.32933733697
내방역,199436,443193,212543,커피-음료,1.9290214215476398,60470849.07,3381776.0,HH,123,130.9852594533812,66008.94877742387
서촌(경복궁역),197511,453304,176637,커피-음료,3.6232499419713875,50044091.41,3592649.0,LH,105,102.07374445897518,77429.41739273198
광화문역,197756,452492,394522,커피-음료,3.0923497295461346,80992644.79,5529064.0,HH,135,57.53798267270266,33702.60720568181
종로구청,198330,452729,124067,커피-음료,2.579251533445638,94277690.22,4556694.0,HH,140,22.487849307229162,35508.23345450442
삼청동,198327,453771,251643,커피-음료,2.424069018411003,57878713.85,3234278.0,LH,99,48.64033571368963,12194.37854420747
아차산역,207685,450529,201257,커피-음료,1.0931296799614423,55910989.64,2684585.0,LH,109,169.08728640494493,63483.208037484415
구의사거리,207770,449446,92657,커피-음료,1.403024056466322,3106218.15,2551534.0,HH,160,196.42336790528506,86747.46646232881
목동역 8번출구,187758,447371,126667,커피-음료,1.9736790166341667,22801947.0,2762406.0,HL,112,169.49955394854226,97999.24210725761
목동사거리,187899,448051,126109,커피-음료,1.2687437058417719,13432180.25,2561022.0,HL,113,199.43065126200352,52544.14831613922
등촌역,188046,450164,183773,커피-음료,1.1971290668378924,39552951.09,2925158.0,LL,107,197.96161568892057,81162.4123238996
마포역,195229,448938,136724,커피-음료,2.4867616512097364,30773774.88,4775524.0,HL,111,157.98250490038325,59133.875544893366
공덕역(공덕오거리),195756,449256,192218,커피-음료,2.4971646776056353,56531133.42,5318880.0,LH,106,75.79935281815439,75408.49452184499
서울대입구역,195747,442391,235418,커피-음료,2.2513146828194954,27022570.23,3006858.0,LL,99,265.0604456753519,145869.4747215591
사당역(사당),198414,442010,254257,커피-음료,2.202495899817901,44618332.45,3342209.0,LH,101,143.71285746311804,84493.40627789992
방배동가구거리(사당동가구거리),198539,443946,51195,커피-음료,0.7813263013966207,15798018.75,3235691.0,HH,126,263.3069635706612,68951.46010352574
종각역,198542,452315,270326,커피-음료,4.661038893780103,59691478.98,2943100.0,HH,134,11.097711651857386,102914.22208740558
북촌(안국역),198741,453290,197675,커피-음료,3.7435184014164666,81782878.24,3357195.0,LH,108,76.03389401795877,38047.95750600733
인사동,198695,452707,182319,커피-음료,1.8648632342213372,53916782.62,3362180.0,HH,157,14.86405695511713,70620.61551456513
구삼강변맛길,208190,448825,108961,커피-음료,1.3766393480236045,29730495.33,4089061.0,LL,95,346.08713209313424,100358.66043813842
강변역(테크노마트),208364,448372,127108,커피-음료,1.4947918305692796,31135064.0,649133.0,HH,151,0.1573465084809768,25261.98193662083
올림픽대교북단,208468,449028,47188,커피-음료,1.2715097058574214,47333314.17,3079045.0,HL,110,40.688310587437485,78237.6875476816
신설동역,202164,452823,271900,커피-음료,1.6550202280250093,19972800.16,2670128.0,HL,125,99.15410077234277,74225.52408973887
청량리역(청량리),204223,453496,316933,커피-음료,0.7572578431403483,19997509.17,2975676.0,HH,142,34.77075596419432,33003.28460589462
오목교역,188859,447176,140753,커피-음료,1.7761610764957054,24123828.44,4303607.0,LL,92,259.1774242822533,140318.3591113511
목동신시가지,188989,447968,421429,커피-음료,1.518642523414383,27695626.12,6098985.0,LL,101,183.44727107057182,28357.422009401344
남부터미널역,201602,442852,259951,커피-음료,1.5772203222915089,41770275.32,4401059.0,HH,140,128.90890975606942,47885.60151720901
원남동사거리,199800,452831,99120,커피-음료,1.3115415657788538,26509274.15,2889015.0,HH,133,91.00080710250202,105981.53753026635
경희대학교(경희대),204632,454773,48567,커피-음료,7.000638293491465,60101313.59,3046778.0,LL,91,138.365556859596,253138.9626701258
회기역,205089,454430,127203,커피-음료,1.8081334559719504,14789313.48,2965108.0,LH,106,120.9877125539492,101424.2588618193
송정역,183179,451334,61122,커피-음료,1.6360721180589641,22681368.6,2802789.0,HH,130,108.63518863911521,45072.64160204182
논현역 4번,201666,445438,130507,커피-음료,0.7662424237780349,2333918.1,2834803.0,LL,87,393.61873309477653,148112.13191629568
신논현역 1번,201758,445107,140535,커피-음료,1.0673497705197994,47730629.73,2725173.0,LL,89,330.09570569608996,97162.98430995837
종로3가역,199178,452457,401520,커피-음료,3.063359234907352,50051204.13,2705236.0,HH,147,91.52719665271967,155255.977286312
서래마을카페거리(서래마을),199830,444291,108614,커피-음료,1.2889682729666527,11511612.07,4331303.0,HH,110,146.11376065700554,76109.3413372125
방배역,199758,442469,193617,커피-음료,2.42747279422778,44591523.62,3522504.0,HH,117,156.95935790762175,52895.923395156424
고속터미널(고속터미널역),200465,445065,320815,커피-음료,1.5585306173339777,20574334.18,6477930.0,HH,148,8.852453906456994,21658.712965416205
서울고교교차로,200389,442559,49689,커피-음료,2.213769647205619,14888694.64,4385337.0,HH,118,46.086659019098796,58391.19322183984
이화사거리,200140,452821,134283,커피-음료,1.1915134454845364,104878939.69,3388476.0,HH,134,48.10735536143816,79323.81611968753
장한평역(장한평),205699,451402,450074,커피-음료,0.8887427400827419,19306512.48,2591303.0,HH,135,72.61028186476001,33347.76059048068
장안동사거리,206315,452490,219588,커피-음료,1.4572745323059548,18283607.59,2585296.0,LL,103,233.61932346029838,78557.43483250451
사가정역,207784,453510,35712,커피-음료,3.360215053763441,63484203.58,2505160.0,HH,135,201.05286738351256,90512.15277777778
상봉역,207750,455204,205828,커피-음료,1.506111899255689,17962990.29,3423056.0,LL,97,282.17735196377555,80004.42116718813
한성대입구역,200722,454401,80065,커피-음료,2.4979703990507716,16961753.05,2658027.0,HH,120,146.7557609442328,79980.89052644726
화곡역,185754,449079,136057,커피-음료,1.7639665728334448,53460576.0,2631582.0,LH,104,178.74861271378907,127160.23431355976
까치산역,186514,447863,104596,커피-음료,1.7209071092584802,25777846.17,2702623.0,LL,96,277.9264981452446,273353.76113809325
강서구청,186817,450350,224516,커피-음료,1.2916674090042581,14954793.21,2710078.0,LL,99,192.8593062409806,85313.78609987706
서초역,200760,443557,242820,커피-음료,2.635697224281361,52182371.0,4845302.0,LH,108,73.51124289597232,57135.65604151223
삼호가든사거리,200968,444742,100858,커피-음료,1.4872394852168396,68289393.67,5053618.0,LL,108,56.71339903626882,108350.94885879157
서초3동사거리,201041,442583,235083,커피-음료,1.361221355861547,37017278.12,3845435.0,HH,130,100.98560933797849,63905.98214247734
종로5가역,200205,452485,136026,커피-음료,2.42600679281902,55868565.21,2779846.0,HH,140,53.004572655227676,74515.09270286563
종로6가,200621,452507,53940,커피-음료,1.668520578420467,27566933.67,2575455.0,HH,139,34.48275862068965,89394.88320355951
동대문역,201005,452410,58788,커피-음료,1.7010274205620195,13515241.3,1949775.0,HH,137,115.15955637204871,164475.23304075663
성북구청,201404,454424,50039,커피-음료,2.597973580607126,7465172.62,2746630.0,HL,113,149.2835588241172,106271.10853534243
성신여대,201545,454756,197286,커피-음료,4.460529383737315,74361885.18,2807496.0,HL,110,142.93969161521852,137384.3557069432
미아사거리,202573,456478,90503,커피-음료,1.1049357479862545,63514207.9,2407466.0,LH,93,41.545584124283174,37361.192446659225
월곡역,203715,455955,94516,커피-음료,2.5392526133141478,24660552.58,3136567.0,HH,114,223.87743874053072,43703.711540903125
수유역,202206,459794,297339,커피-음료,2.320583576321976,34930863.1,2405810.0,LL,106,181.3754670594843,167365.2968497237
미아역,202289,458452,93348,커피-음료,2.3567725071774435,21314519.36,2150274.0,LL,93,192.07695933496166,204595.38501092684
오류동역,186274,443987,209639,커피-음료,0.6678146718883414,22672522.43,2458800.0,HH,111,109.52160618968799,35884.44898134412
발산역(마곡),185482,451168,417076,커피-음료,3.188867256806913,7382677.06,3324480.0,LL,60,36.27636210187112,27956.847193317284
포이사거리(삼호물산),203986,441948,351949,커피-음료,1.3354207569846768,64314040.4,3129878.0,HL,125,158.5456983824361,55522.41944145316
논현역,201936,445730,321182,커피-음료,1.9615046920437633,76221478.79,3218459.0,HL,112,121.61329090671333,77426.63038401904
가로수길,201996,446810,256688,커피-음료,4.285358100105966,34538228.35,3602514.0,LL,96,137.20937480521098,93313.71158760831
종로4가,199787,452401,115988,커피-음료,0.9483739697210056,41371608.73,4415156.0,HH,179,86.30203124461151,58844.708073248956
대학로(혜화역),200117,453688,256888,커피-음료,4.943788732832986,47149252.98,3226865.0,LH,106,76.80389897542898,156864.54797421445
"양재시민의숲역(양재동꽃시장, aT센터)",203571,441107,301253,커피-음료,0.7966725642566215,67253475.08,3291336.0,HH,171,66.78771663684677,23265.760009028956
양재천카페거리,203846,442351,119809,커피-음료,1.4189251224866244,13543993.12,3501190.0,LL,108,113.43054361525428,37420.31066113564
동묘앞역(동묘),201294,452578,71198,커피-음료,1.1236270681760723,45639665.38,2219106.0,LL,103,139.18930307031096,132070.56377988146
중림동,197143,451108,144683,커피-음료,1.935265373264309,25184326.32,4123022.0,HH,129,110.44835951701306,32655.529675221
경찰청앞교차로,197338,451460,90827,커피-음료,1.9817895559690402,185948822.94,4888505.0,HH,135,28.405650302222906,44631.11189404032
시청역_1번,197752,451623,58426,커피-음료,3.5942902132612193,84138784.05,2600786.0,HH,145,3.080820182795331,11069.729230137269
시청역_8번,197724,451359,132689,커피-음료,2.3362901220146357,163806458.29,3690603.0,HH,155,1.3565555547181756,37869.15268032769
미아사거리역,202731,457002,94178,커피-음료,1.80509248444435,42595483.12,2271078.0,LL,104,60.629871095160226,128329.01526895877
창동역,204208,461419,96097,커피-음료,1.4568612963984306,35767783.57,2304593.0,HL,116,43.39365432843898,42841.607958625136
신사역,201729,446276,353066,커피-음료,2.067602091393677,34231500.48,3039377.0,LL,102,114.992664261073,94225.3856219517
양재역,203010,442784,348405,커피-음료,1.923049324780069,49568173.22,4791223.0,HH,113,145.83602416727658,65396.62174767871
양재화물트럭터미널앞,203255,440496,184060,커피-음료,0.3803107682277518,58974756.29,3064274.0,LL,104,81.06052374225796,7293.762903401065
북창동(시청역_6번),198025,451499,108517,커피-음료,2.8566952643364636,57256192.77,2937934.0,HH,150,22.116350433572617,109747.13639337615
서울시청,198049,452055,88816,커피-음료,3.1525851197982346,81243426.61,2994239.0,HH,140,1.9140695370203566,63377.094217258156
마들역,205070,462922,38976,커피-음료,1.2828407224958949,87651050.6,1189783.0,HH,127,4.105090311986864,29942.27216748769
구로구청,190351,444133,84927,커피-음료,2.0017191234825202,24809295.47,2876409.0,HL,109,595.4525651441826,86544.7972965017
개봉동 현대아파트,187258,443281,150870,커피-음료,0.9942334460131238,10985388.2,2463097.0,HH,136,245.50937893550739,61409.160204149266
구로역,189215,444765,657519,커피-음료,0.5170953234811465,20705268.21,3468131.0,HH,154,25.82434880208785,10755.643563151787
교육개발원입구사거리,203394,441974,120183,커피-음료,2.1633675311816147,27079411.85,3159314.0,HH,129,85.53622392518078,37632.85988866978
교대입구교차로,201112,443144,222734,커피-음료,1.5264845061822623,39865366.97,4053116.0,HH,120,94.50734957393124,92460.96240358455
교대역(법원.검찰청),201307,443806,396531,커피-음료,2.3705586700661487,43533090.59,5038819.0,HH,117,101.90880410358837,113547.7680181373
회현역,198144,450868,106867,커피-음료,1.2164653260594944,17787425.31,2590266.0,HH,183,162.91277943612153,80102.08951313315
공릉역,206501,458455,81040,커피-음료,1.9743336623889436,72184407.25,2329997.0,LH,102,136.84600197433366,80660.66140177689
은행사거리,206780,461180,61587,커피-음료,5.195901732508483,19970643.91,3285046.0,LL,103,6.332505236494715,73420.52705928199
태릉입구역,206799,457730,72480,커피-음료,2.3454746136865343,34125018.0,3241119.0,LH,99,215.5077262693157,64624.44812362031
응암역,192572,455461,58470,커피-음료,1.539250897896357,19448074.33,2548843.0,LH,102,403.6257910039336,139168.46245938088
서울시흥동우체국(홈플러스시흥점),191269,439239,56376,커피-음료,1.5964240102171137,19319720.33,2734476.0,LH,106,78.75691783737761,25801.75961402015
구로전화국,191634,442281,169662,커피-음료,1.2377550659546628,7289938.52,2452799.0,HL,133,175.87910080041493,45982.48281878087
양평역,190179,447330,36584,커피-음료,2.733435381587579,17060996.4,3022229.0,LL,79,126.55805816750492,133681.117428384
을지로입구역,198533,451986,200306,커피-음료,4.143660199894162,73264773.71,2628561.0,HH,135,3.6444240312322145,43389.41419627969
명동역(명동재미로),198568,451138,157156,커피-음료,1.9089312530224745,193681566.97,4948805.0,HH,131,83.16577159001247,50107.09104329457
명동(명동거리),198560,451473,221515,커피-음료,4.514366972891226,100983661.65,3444706.0,HH,176,5.146378349095998,83393.90109021963
구산역,192675,456931,59372,커피-음료,1.852725190325406,45506746.91,3031149.0,HH,113,267.6345752206427,91281.41211345415
구파발역,192798,459742,130434,커피-음료,1.7633439133968136,2608695.65,3829949.0,LL,58,10.043393593694896,22181.103086618517
연신내역,193120,457722,134415,커피-음료,1.562325633299855,30928392.62,2577405.0,HH,120,174.9060744708552,134504.7055760146
영등포구청역,190525,447328,208631,커피-음료,2.780027896141992,23851032.98,2865115.0,LL,96,127.68955716072875,87009.45688799843
노원역,205487,461761,267693,커피-음료,2.652291991198873,85059344.3,2584230.0,LL,106,33.58324648010968,184765.3095150041
상계백병원,205497,460926,38882,커피-음료,1.543130497402397,13342851.67,2469710.0,HL,110,25.718841623373283,61783.85885499717
등나무근린공원,205863,460036,125820,커피-음료,1.5100937847718963,53046830.68,3869503.0,HH,114,126.52996343983469,22981.163567000476
신도림역,190308,445419,251389,커피-음료,1.59115951771955,43051624.9,4915171.0,LL,93,47.49611160392857,22690.968976367305
구로디지털단지,190727,442738,460289,커피-음료,2.5201558151509156,37814422.66,2543824.0,LL,96,33.413790031914736,15572.629369808968
구로디지털단지역,191249,442646,168688,커피-음료,1.2449018305985013,69215104.43,2616631.0,LL,108,119.68841885611306,92898.72427202883
가산디지털단지,189641,441969,1713620,커피-음료,1.5405982656598312,42602496.05,2595429.0,LL,93,9.733779951214387,6567.062709352132
독산동,190614,441262,530021,커피-음료,0.5471481318664733,27491364.59,2530655.0,HL,111,110.67486005271489,19171.787532946808
중부경찰서(영화인의거리),199144,451473,137954,커피-음료,2.827029299621613,40232394.38,2724217.0,HH,164,13.410267190512778,97698.29073459268
본서부병원,193119,455668,113175,커피-음료,1.8555334658714382,14845165.38,2641213.0,HH,117,292.0256240335763,69699.84537221117
불광역,193770,456561,61492,커피-음료,1.4636050217914525,9430871.56,2591102.0,LH,109,190.26865283288882,95055.94223638848
연희동,193815,451927,111829,커피-음료,3.2192007439930608,52795692.92,3763854.0,LH,94,104.35575745110839,53143.90721548078
"신촌역(신촌역, 신촌로터리)",194382,450780,343829,커피-음료,3.257433200806215,48698591.79,3076043.0,HH,118,100.1369866997839,210497.3111633981
문래동주민센터,190952,446141,101046,커피-음료,2.7710151812045996,39387796.43,5161577.0,LL,108,114.89816519209073,12945.29224313679
영등포청과시장교차로,190996,446852,80055,커피-음료,2.7481106739116856,7354070.59,2903383.0,HL,115,155.767909562176,71467.49109986884
대림역,190958,443850,142571,커피-음료,1.1222478624685244,24763671.75,2554592.0,LL,93,137.54550364379853,137941.6571392499
당산역,191262,448366,155541,커피-음료,2.250210555416257,146881167.29,3578586.0,HL,111,152.88573430799596,77118.31607100379
을지로3가역,199259,451855,254774,커피-음료,2.512030269964753,85083110.45,3522189.0,HH,155,19.89998979487703,89604.08047916977
충무로역,199553,451319,236516,커피-음료,2.663667574286729,47841927.35,2727661.0,HH,149,105.53197246697898,80801.4256963588
"이화여대(이대역, 이대)",194941,450990,151417,커피-음료,2.9719252131530802,32874786.09,3613370.0,LL,107,127.79278416558246,98736.20531380227
영중로,191608,447515,92713,커피-음료,1.5100363487321087,11249371.0,3229388.0,HH,119,90.27860170634108,178663.2942521545
영등포역(영등포),191662,446554,404780,커피-음료,1.4822866742427985,67322842.58,2984414.0,HH,117,76.9059736152972,103108.08340333021
한강성심병원,192123,447061,140562,커피-음료,0.9248587811784124,58166935.54,3099199.0,HH,155,87.71929824561403,36756.44911142414
보라매역,193019,444434,93027,커피-음료,1.827426446085545,28394937.12,2772484.0,HL,129,121.14762380814173,88215.67931890741
을지로4가역,199709,451926,85528,커피-음료,2.2214947151809934,4375836.21,2892569.0,HH,162,12.39360209522028,88841.31512487138
홍제역,195120,454298,100614,커피-음료,1.1926769634444512,26511934.33,2628371.0,HH,134,133.2816506649174,128308.58528634187
당산2동(영등포우체국),190924,447794,94477,커피-음료,2.434454946706606,22762354.52,3198770.0,LH,102,151.88881950104258,64616.467500026454
대림3동사거리,190957,444527,191427,커피-음료,0.7313492871956411,12365141.0,2350181.0,HL,141,128.56075684203378,45115.31811082031
을지로2가,198759,451740,56876,커피-음료,1.7582108446444897,67551825.2,1646687.0,HH,186,4.395527111611225,35089.66875307687
여의도역(여의도),193481,447024,598658,커피-음료,3.2739894898255764,75170679.71,5980022.0,HL,113,48.92609803928119,27032.629648313392
63빌딩,194670,446691,40709,커피-음료,2.947751111547815,24533352.0,4949725.0,HL,132,159.178560023582,15920.803753469747
보라매공원,193370,443533,119689,커피-음료,2.840695469090727,77827340.06,4057470.0,LH,108,249.7305516797701,109612.74636766955
신대방삼거리역,193572,444444,112198,커피-음료,1.6934348205850371,27268346.89,2812924.0,HH,110,236.54610599119414,67464.9280735842
노량진역(노량진),194719,446060,443826,커피-음료,1.3969438473636067,29765130.03,2771883.0,HH,124,33.977279384263205,36775.40297323726
장충동족발거리(남소영길),200486,451165,88202,커피-음료,0.9070089113625541,41828691.0,2898774.0,HH,146,30.271422416725244,33346.06925013038
동대문역사문화공원역,200652,451769,370638,커피-음료,1.7807132566007804,32550584.67,2458929.0,HH,144,57.900161343413245,107408.87334811865
약수역,200886,450529,136837,커피-음료,2.1193098357900277,19736026.24,2708006.0,HH,114,178.16818550538233,76015.25903081769
신당역,201389,451766,198976,커피-음료,2.2615792859440336,13202531.07,3403563.0,HH,118,131.42288517208104,116331.31633965907
용산전자상가(용산역),196602,448198,365025,커피-음료,0.7944661324566811,23476542.93,3440402.0,HH,164,35.06609136360523,32453.366207793984
신용산역(용산역),196759,447723,1031423,커피-음료,1.037401725577188,24038260.68,4862009.0,LH,105,22.99735414083262,20882.557398855755
청담사거리(청담동명품거리),204217,447261,331337,커피-음료,1.5693991313979423,46743036.83,4085253.0,LL,105,106.65877943000632,44893.56757621395
"강남구청(청담역_8번, 강남세무서)",204377,446586,134148,커피-음료,1.789068789694964,14789640.17,4707158.0,HH,124,93.25521066284998,64105.241971553805
선릉역,204364,445017,360434,커피-음료,3.4125526448670214,69298227.47,3481614.0,LL,99,124.29460039840858,149630.861683415
도성초등학교,204639,444576,72437,커피-음료,1.9327139445311097,17052165.5,4176833.0,LL,95,218.12057373993954,118672.22552010712
한티역,204740,444220,112734,커피-음료,2.3063139780367945,50870519.73,4127153.0,LL,96,152.21672255042844,88218.99338265297
삼성중앙역,204752,445788,228925,커피-음료,1.6599322922354482,33351397.76,3572474.0,LL,108,186.39292344654362,100892.8688435077
영동대교남단교차로,204844,447175,89136,커피-음료,0.7853168192425058,15396808.14,5402804.0,HL,115,40.94866271764494,37605.12026566146
포스코사거리,204975,445263,318626,커피-음료,2.981552039067747,93229760.91,4469794.0,LL,101,92.71057603585395,105935.26579751809
경기고교사거리(경기고교앞사거리),205005,446809,71695,커피-음료,1.3947974056768253,5414789.0,4913366.0,HH,114,27.616988632401142,27747.123230350793
대치사거리,205165,444843,159411,커피-음료,1.5682732057386253,42640869.4,3792530.0,LL,97,256.5067655306095,85278.99580330089
코엑스,205226,445856,145396,커피-음료,2.1321081735398497,39350004.03,7010917.0,HH,120,1.0316652452612176,3590.1950535090373
은마아파트,205359,444378,149660,커피-음료,1.6704530268608846,39416526.2,5082667.0,LL,107,88.13310169718028,70817.18562074035
대치역,205508,443861,163253,커피-음료,0.9188192560014211,122125121.2,6241887.0,HH,123,83.61255229612932,29537.037604209418
봉은사역,205516,446111,124926,커피-음료,3.682179850471479,17521779.13,4006812.0,LL,85,52.75122872740663,36941.549397243165
삼성역,205584,445468,356337,커피-음료,2.357319054715059,116761933.6,4017738.0,HH,118,9.96247933837912,29221.186685637473
휘문고교사거리,205806,444988,133570,커피-음료,0.748671108781912,15244597.5,5720607.0,HH,132,24.33181103541214,24921.090065134387
수서역,209112,443153,60183,커피-음료,5.483276008175066,70353829.61,3868336.0,HH,117,47.3555655251483,41817.789076649555
잠실새내역(신천),207301,445671,238047,커피-음료,2.6045276773074226,54199442.76,3158809.0,LL,97,159.38029044684453,116744.04634378925
석촌고분역,208581,444877,129121,커피-음료,1.5489347201462194,68181723.55,3009121.0,HL,114,150.4015613261979,56240.19330705307
잠실역,208953,446061,526867,커피-음료,2.2396544099364735,108392448.07,5504997.0,LH,102,84.61338440251525,22255.787513736865
석촌역(석촌호수),209420,445178,228150,커피-음료,2.498356344510191,43176846.98,3179471.0,HL,112,201.53407845715537,94790.70786763093
중구청(퇴계로4가),199832,451557,95213,커피-음료,1.3653597723000008,12863304.38,4787854.0,HH,141,103.76734269480008,82199.06945480133
퇴계로5가,200172,451544,48951,커피-음료,1.2257155114297973,28090490.83,2792732.0,HH,140,55.361483932912506,131466.56860942577
충정로역,196738,451218,59549,커피-음료,1.5113603922819863,61113941.56,4880648.0,HH,120,67.33950192278628,84495.28959344406
DMC(디지털미디어시티),190266,453378,347758,커피-음료,3.2781416962370384,46643521.96,3567709.0,LL,78,20.358985271366873,15131.873314201253
국회의사당역(국회의사당),192994,447676,353915,커피-음료,2.882047949366373,124415755.87,5019334.0,HH,121,42.72212254354859,12522.04625404405
송파나루역,209906,445634,60912,커피-음료,3.283425269240872,18599894.7,2723350.0,HH,110,155.96270028894142,63966.213553979505
몽촌토성역,210030,446282,115003,커피-음료,1.9999478274479796,11475831.26,3303248.0,LL,94,78.60664504404234,87391.45935323427
가락시장역,210499,443922,165196,커피-음료,2.179229521295915,25126745.61,3508010.0,HL,118,105.99530254969854,110764.66742536139
문정역,210608,442903,333436,커피-음료,4.738540529516909,12620861.41,3262318.0,LL,69,19.6139589006586,14919.684737100974
장지역(가든파이브),210906,442074,211338,커피-음료,1.8927026847987585,44553291.38,3435366.0,LL,100,8.895702618554164,9333.484749548117
경찰병원역,210683,444197,198351,커피-음료,1.865380058583017,25013289.32,2886216.0,LL,105,184.11805334986968,118285.61489480769
방이역,211087,445537,45610,커피-음료,3.28875246656435,15176816.27,2768483.0,LL,101,116.42183731637799,62048.892786669596
오금역,211154,444709,151650,커피-음료,1.6485328058028355,13833860.72,3165958.0,LL,106,283.6135839103198,80035.74019122981
개롱역,211903,444074,107416,커피-음료,1.3964400089372162,19717537.47,3083382.0,LL,105,348.64452223132497,156597.99285022717
거여역,212871,443719,94954,커피-음료,1.2637698253891358,34124453.58,2773795.0,HL,111,206.31042399477641,69375.59239210565
